№,県番号,地域分類,性別,年齢,年齢階層,性年代,結婚有無,職業分類,bq1,sq1,sq2_1t,sq2_2t,sq3_1,sq3_2t,sq4,q0,q1,q2,q3_1,q3_2,q4_1,q4_2,q5,q6,q6_3t,q7f1,q7f2,q8f1,q8f2,q9_1,q9_2,q9_3,q9_4,q10,q11,q12t,q13_1,q13_2,q13_3,q13_4,q13_5,q14,q14_14t,q15,Q1-Q4表示順,Q7Q8所要時間,回答開始日時,回答日時
448,13,3,1,54,5,5,2,1,2,1,42,6,13,東久留米市,3,3,3,3,3,3,3,3,1,4,,2,2,,,4,2,2,2,3,1,3,2,2,2,1,2,1,,3,q3|q4|q1|q2,14,2022/3/25 17:53,2022/3/25 17:56
449,11,3,1,57,5,5,1,1,4,1,39,5,11,さいたま市,2,3,3,3,3,3,3,3,2,4,,,,2,2,4,3,1,1,7,4,0,2,2,2,2,2,1,,14,q3|q4|q1|q2,16,2022/3/25 17:54,2022/3/25 17:56
450,40,9,1,55,5,5,2,1,4,1,41,9,40,北九州市,3,3,3,2,3,3,2,2,2,4,,,,5,5,1,1,1,1,7,1,3,2,2,2,2,1,6,,3,q3|q4|q1|q2,14,2022/3/25 17:53,2022/3/25 17:56
452,15,4,1,59,5,5,1,8,4,1,38,2,15,小千谷市,2,3,3,2,3,1,2,2,2,1,,,,3,3,2,4,2,3,7,4,0,2,2,2,2,2,6,,2,q3|q4|q1|q2,52,2022/3/25 17:49,2022/3/25 17:56
453,13,3,1,57,5,5,2,1,2,1,40,2,13,墨田区,2,4,2,1,2,2,1,3,2,1,,4,2,,,1,3,1,1,7,1,1,2,2,2,2,2,1,,9,q3|q4|q1|q2,52,2022/3/25 17:48,2022/3/25 17:56
454,24,6,1,53,5,5,2,2,4,1,44,1,24,名張市,2,2,1,3,1,1,1,3,1,4,,,,2,2,4,2,3,3,3,1,2,2,2,2,2,2,6,,4,q3|q4|q1|q2,19,2022/3/25 17:54,2022/3/25 17:57
455,4,2,1,46,4,4,1,9,2,1,51,3,4,大崎市,2,5,1,1,1,1,1,1,2,4,,5,5,,,1,1,1,1,3,4,2,1,2,2,2,2,12,,3,q3|q4|q1|q2,9,2022/3/25 17:55,2022/3/25 17:57
456,13,3,1,50,5,5,1,2,1,1,46,12,13,新宿区,2,3,3,3,3,3,3,3,1,3,多忙で医療機関にかかるタイミングがなかった,3,2,,,3,3,3,3,7,2,0,2,2,2,2,2,4,,2,q1|q2|q3|q4,21,2022/3/25 17:54,2022/3/25 17:57
457,16,4,1,56,5,5,1,1,1,1,40,11,16,富山市,2,3,3,3,3,3,2,1,1,4,,3,3,,,3,4,3,3,9,4,1,1,2,2,2,2,7,,4,q1|q2|q3|q4,16,2022/3/25 17:53,2022/3/25 17:57
458,13,3,1,54,5,5,2,1,4,1,42,10,13,渋谷区,2,3,3,1,3,3,1,1,1,2,,,,3,3,1,4,3,5,5,1,1,2,2,2,2,2,3,,13,q3|q4|q1|q2,35,2022/3/25 17:51,2022/3/25 17:57
459,3,2,1,56,5,5,1,4,2,1,40,4,3,盛岡市,2,3,3,3,3,3,3,3,1,4,,3,3,,,5,3,1,1,3,4,0,2,2,2,2,2,1,,5,q3|q4|q1|q2,14,2022/3/25 17:54,2022/3/25 17:58
460,42,9,1,51,5,5,2,1,2,1,45,11,42,佐々町,2,3,3,2,1,1,1,1,2,4,,3,2,,,3,4,3,3,2,1,1,2,2,2,2,2,3,,5,q3|q4|q1|q2,20,2022/3/25 17:56,2022/3/25 17:59
461,10,3,1,44,4,4,1,8,4,1,52,6,10,高崎市,2,3,1,3,3,3,1,3,2,1,,,,1,1,5,1,1,3,9,4,1,1,2,2,2,2,1,,3,q3|q4|q1|q2,13,2022/3/25 17:55,2022/3/25 17:59
462,11,3,1,56,5,5,2,1,2,1,40,10,11,熊谷市,2,2,1,2,1,1,1,1,2,1,,1,1,,,4,2,2,3,3,1,1,2,2,2,2,2,3,,6,q3|q4|q1|q2,16,2022/3/25 17:56,2022/3/25 17:59
463,13,3,1,53,5,5,2,9,4,1,43,6,13,品川区,2,4,3,2,1,1,1,1,2,4,,,,3,3,2,5,4,4,3,1,1,2,2,2,2,2,12,,3,q3|q4|q1|q2,11,2022/3/25 17:57,2022/3/25 18:00
464,13,3,1,50,5,5,1,3,2,1,46,11,13,立川市,2,3,2,3,2,2,1,1,1,4,,3,2,,,3,3,2,3,7,4,2,1,2,2,2,2,4,,7,q3|q4|q1|q2,9,2022/3/25 17:58,2022/3/25 18:00
465,27,6,1,58,5,5,1,8,2,1,38,6,27,大阪市西成区,2,4,2,2,1,1,2,1,2,1,,3,3,,,2,1,1,1,3,2,0,2,2,2,2,2,7,,2,q3|q4|q1|q2,21,2022/3/25 17:55,2022/3/25 18:00
467,26,6,1,46,4,4,1,99,3,1,51,2,26,京都市,2,4,3,2,3,3,2,2,2,4,,,,4,4,3,3,3,3,7,4,1,1,2,2,2,2,12,,14,q1|q2|q3|q4,10,2022/3/25 17:58,2022/3/25 18:00
468,13,3,1,56,5,5,2,1,2,1,40,9,13,大田区,2,4,1,2,3,3,3,3,2,4,,4,4,,,1,2,2,4,3,1,3,2,2,2,2,2,3,,8,q3|q4|q1|q2,18,2022/3/25 17:58,2022/3/25 18:01
469,15,4,1,48,4,4,1,1,3,1,48,7,15,新潟市西区,2,3,1,2,1,1,2,2,2,1,,,,3,3,3,3,3,3,3,4,4,1,2,2,2,2,1,,6,q1|q2|q3|q4,30,2022/3/25 17:57,2022/3/25 18:01
470,21,5,1,43,4,4,2,1,1,1,53,7,21,関市,2,2,3,3,1,1,3,3,2,1,,1,1,,,5,2,2,3,7,1,4,2,2,2,1,2,1,,6,q1|q2|q3|q4,9,2022/3/25 17:59,2022/3/25 18:01
471,14,3,1,51,5,5,2,1,4,1,45,8,14,川崎区,2,4,1,2,1,1,1,2,1,4,,,,3,3,1,4,2,4,7,1,2,2,1,2,2,2,7,,14,q3|q4|q1|q2,25,2022/3/25 17:58,2022/3/25 18:01
472,13,3,1,54,5,5,2,1,4,1,42,4,13,大田区,2,4,3,3,1,1,3,3,1,4,,,,4,2,3,2,2,2,5,1,5,2,1,1,2,2,1,,14,q3|q4|q1|q2,22,2022/3/25 17:58,2022/3/25 18:02
473,27,6,1,45,4,4,2,1,4,1,51,4,27,大阪市,3,1,1,2,1,1,2,2,1,4,,,,1,1,4,4,4,4,7,1,3,2,1,2,2,2,3,,4,q3|q4|q1|q2,12,2022/3/25 18:01,2022/3/25 18:03
474,26,6,1,47,4,4,2,1,1,1,49,9,26,京都市伏見区,3,3,1,2,1,1,1,2,1,4,,3,3,,,3,3,3,3,5,1,1,2,2,2,2,2,3,,7,q1|q2|q3|q4,12,2022/3/25 17:58,2022/3/25 18:03
475,37,8,1,50,5,5,1,1,2,1,47,1,37,高松市,2,4,1,2,3,3,2,2,2,4,,4,4,,,3,3,3,3,7,4,3,1,2,2,2,2,7,,4,q3|q4|q1|q2,15,2022/3/25 18:00,2022/3/25 18:03
476,12,3,1,51,5,5,2,8,2,1,45,8,12,千葉市,2,3,3,2,1,1,1,2,2,4,,3,3,,,3,3,3,3,9,1,5,2,2,2,1,1,6,,2,q3|q4|q1|q2,6,2022/3/25 17:55,2022/3/25 18:04
477,13,3,1,59,5,5,1,2,1,1,38,3,13,中野区,2,3,3,1,3,3,1,1,1,2,,2,1,,,4,3,3,4,7,4,0,2,2,2,2,2,4,,5,q1|q2|q3|q4,19,2022/3/25 18:00,2022/3/25 18:04
478,34,7,1,59,5,5,1,3,4,1,37,5,34,広島市安佐北区,2,2,3,3,2,2,2,3,2,1,,,,2,2,4,3,2,3,1,4,3,1,2,2,2,2,4,,6,q3|q4|q1|q2,36,2022/3/25 17:57,2022/3/25 18:04
479,1,1,1,56,5,5,2,4,1,1,40,11,1,札幌市,2,3,1,3,1,1,1,1,2,1,,2,2,,,4,4,3,3,7,1,2,2,2,2,2,2,1,,4,q1|q2|q3|q4,9,2022/3/25 18:02,2022/3/25 18:04
480,11,3,1,51,5,5,1,1,4,1,45,10,11,朝霞市,3,3,2,2,2,2,2,2,2,4,,,,3,3,2,3,3,3,3,2,2,2,1,2,2,2,4,,6,q3|q4|q1|q2,12,2022/3/25 17:48,2022/3/25 18:05
481,22,5,1,52,5,5,2,1,4,1,44,10,22,下田市,2,3,1,3,1,1,1,3,1,4,,,,3,2,4,2,2,2,3,1,3,2,1,2,2,2,3,,5,q3|q4|q1|q2,25,2022/3/25 17:33,2022/3/25 18:05
482,14,3,1,57,5,5,2,1,3,1,39,5,14,座間市,2,3,3,3,1,1,1,1,2,4,,,,3,3,3,3,3,3,3,1,1,2,2,2,2,2,6,,2,q1|q2|q3|q4,20,2022/3/25 18:03,2022/3/25 18:05
483,11,3,1,58,5,5,2,1,2,1,38,7,11,さいたま市,3,3,1,1,1,1,1,1,2,4,,5,5,,,3,3,3,3,5,1,3,2,2,2,2,2,1,,5,q3|q4|q1|q2,11,2022/3/25 18:04,2022/3/25 18:06
484,23,5,1,57,5,5,2,1,1,1,39,7,23,安城市,2,4,3,1,3,3,3,3,2,4,,4,4,,,2,2,2,2,3,1,2,2,2,2,2,2,1,,14,q1|q2|q3|q4,9,2022/3/25 18:04,2022/3/25 18:07
485,13,3,1,54,5,5,2,1,2,1,42,5,13,杉並区,2,3,3,1,2,1,1,2,1,4,,3,3,,,3,3,3,3,7,1,2,2,1,2,2,2,3,,12,q3|q4|q1|q2,9,2022/3/25 18:04,2022/3/25 18:07
486,15,4,1,53,5,5,1,9,3,1,44,2,15,上越市,2,3,3,3,3,3,1,1,1,4,,,,3,3,2,2,2,3,6,4,1,2,2,2,2,2,12,,13,q1|q2|q3|q4,27,2022/3/25 18:04,2022/3/25 18:07
487,13,3,1,50,5,5,1,1,2,1,46,10,13,杉並区,3,3,3,2,3,3,2,2,2,4,,3,3,,,3,3,3,3,7,4,0,2,2,2,2,2,7,,3,q3|q4|q1|q2,21,2022/3/25 17:29,2022/3/25 18:07
488,22,5,1,57,5,5,2,1,3,1,39,6,22,吉田町,2,5,1,2,1,1,2,2,2,4,,,,3,3,3,3,3,3,3,1,2,2,2,2,2,2,3,,4,q1|q2|q3|q4,9,2022/3/25 18:05,2022/3/25 18:07
489,39,8,1,59,5,5,2,1,2,1,37,8,39,南国市,2,3,3,3,3,3,3,1,1,3,時間がない,3,2,,,3,3,1,3,7,1,3,1,1,2,2,2,3,,12,q3|q4|q1|q2,19,2022/3/25 18:04,2022/3/25 18:08
490,8,3,1,57,5,5,1,2,1,1,39,5,8,常陸大宮市,2,3,3,2,3,3,2,2,1,3,危機感がない,3,3,,,3,3,3,4,3,4,1,1,2,2,2,2,8,,3,q1|q2|q3|q4,23,2022/3/25 18:04,2022/3/25 18:08
491,1,1,1,57,5,5,2,1,2,1,39,11,1,美唄市,2,5,2,1,2,2,2,1,2,4,,5,5,,,1,1,1,1,5,1,3,2,2,2,2,2,1,,3,q3|q4|q1|q2,8,2022/3/25 18:03,2022/3/25 18:09
492,10,3,1,44,4,4,2,1,3,1,53,3,10,前橋市,3,3,3,3,1,3,3,3,1,4,,,,2,2,4,3,3,3,7,1,0,2,2,2,2,2,3,,6,q1|q2|q3|q4,22,2022/3/25 18:06,2022/3/25 18:09
493,13,3,1,57,5,5,2,1,2,1,39,10,13,江東区新大橋,2,3,2,2,3,1,2,2,1,4,,2,2,,,4,1,3,2,7,1,2,2,2,2,2,2,1,,5,q3|q4|q1|q2,28,2022/3/25 18:06,2022/3/25 18:09
494,23,5,1,54,5,5,1,7,1,1,42,4,23,安城市,2,4,3,1,3,3,3,1,2,4,,4,4,,,2,3,1,3,3,4,1,1,2,2,2,2,4,,3,q1|q2|q3|q4,13,2022/3/25 18:06,2022/3/25 18:09
495,11,3,1,57,5,5,2,1,3,1,40,2,11,さいたま市,2,4,2,1,3,1,1,1,1,2,,,,4,4,2,3,2,3,7,1,1,2,2,2,2,2,4,,5,q1|q2|q3|q4,13,2022/3/25 18:07,2022/3/25 18:10
496,23,5,1,58,5,5,2,1,4,1,38,4,23,稲沢市,2,3,1,2,1,1,2,2,1,4,,,,2,2,2,2,2,2,7,1,3,2,2,2,2,2,3,,9,q3|q4|q1|q2,23,2022/3/25 18:07,2022/3/25 18:10
497,11,3,1,45,4,4,1,8,3,1,51,10,11,越谷市,2,5,3,3,3,3,3,3,2,1,,,,4,2,2,4,2,2,3,4,0,2,2,2,2,2,7,,3,q1|q2|q3|q4,10,2022/3/25 18:08,2022/3/25 18:10
498,40,9,1,50,5,5,2,1,1,1,46,4,40,福岡市,2,3,3,3,3,3,3,3,1,4,,3,3,,,3,3,3,3,3,1,3,2,2,1,2,2,7,,1,q1|q2|q3|q4,11,2022/3/25 18:07,2022/3/25 18:11
499,28,6,1,53,5,5,1,1,3,1,43,6,28,姫路市,2,4,3,2,3,3,3,3,2,1,,,,3,3,3,1,1,1,7,4,3,1,2,2,2,2,3,,4,q1|q2|q3|q4,24,2022/3/25 18:07,2022/3/25 18:12
500,11,3,1,49,4,4,1,4,4,1,47,11,11,朝霞市,2,3,3,2,1,1,1,1,1,4,,,,3,2,3,1,1,2,7,2,2,1,2,2,2,2,3,,8,q3|q4|q1|q2,29,2022/3/25 18:09,2022/3/25 18:12
501,12,3,1,55,5,5,2,1,2,1,41,6,12,野田市,2,2,1,3,1,1,1,1,1,1,,2,1,,,4,1,1,2,6,1,3,2,2,2,2,2,3,,12,q3|q4|q1|q2,20,2022/3/25 17:36,2022/3/25 18:12
502,13,3,1,47,4,4,2,1,2,1,49,7,13,文京区,2,4,3,2,3,3,3,3,2,4,,3,3,,,3,3,3,3,7,1,3,2,2,1,1,2,3,,9,q3|q4|q1|q2,9,2022/3/25 18:10,2022/3/25 18:12
503,14,3,1,58,5,5,1,2,1,1,39,2,14,横浜市港南区野庭町,2,4,1,1,1,1,1,1,2,4,,4,4,,,3,3,3,3,7,4,1,1,2,2,2,2,1,,2,q1|q2|q3|q4,27,2022/3/25 18:07,2022/3/25 18:13
504,28,6,1,59,5,5,2,4,3,1,37,12,28,神戸市長田区,2,3,2,3,2,2,1,3,1,1,,,,1,1,5,3,3,2,7,1,2,2,2,2,2,2,1,,5,q1|q2|q3|q4,19,2022/3/25 18:10,2022/3/25 18:13
505,14,3,1,58,5,5,2,1,1,1,38,7,14,横浜市,2,3,1,1,1,1,1,1,1,2,,3,1,,,2,1,1,1,7,1,2,2,2,2,2,2,3,,11,q1|q2|q3|q4,17,2022/3/25 18:10,2022/3/25 18:14
506,28,6,1,53,5,5,2,3,2,1,44,3,28,神戸市,3,3,3,3,3,3,3,3,2,4,,3,3,,,3,3,3,3,9,1,2,2,1,2,2,2,4,,6,q3|q4|q1|q2,10,2022/3/25 18:12,2022/3/25 18:14
507,14,3,1,51,5,5,2,1,2,1,46,3,14,川崎市,2,3,3,3,2,3,1,3,2,4,,3,2,,,2,3,3,3,9,1,3,2,2,1,1,2,4,,5,q3|q4|q1|q2,21,2022/3/25 18:10,2022/3/25 18:14
508,46,9,1,45,4,4,1,1,3,1,52,3,46,鹿児島市,2,3,2,2,3,3,2,2,1,4,,,,2,1,5,2,2,2,7,4,1,2,2,2,2,2,2,,3,q1|q2|q3|q4,43,2022/3/25 18:12,2022/3/25 18:15
509,12,3,1,55,5,5,2,1,2,1,41,7,12,浦安,2,4,3,3,3,3,1,3,1,3,抗体検査は受けたがいつだったか記憶にない,3,4,,,4,4,2,3,7,1,1,2,2,2,2,2,3,,14,q3|q4|q1|q2,19,2022/3/25 18:09,2022/3/25 18:16
510,1,1,1,51,5,5,1,1,4,1,45,4,1,札幌市,2,3,1,3,1,1,1,3,1,4,,,,3,3,3,3,3,3,5,2,0,2,2,2,2,2,4,,5,q3|q4|q1|q2,14,2022/3/25 18:13,2022/3/25 18:16
511,28,6,1,56,5,5,2,1,2,1,40,11,28,神戸市西区,2,4,2,2,3,3,3,3,1,3,検査に行くのがめんどくさい,4,3,,,3,3,3,3,7,1,2,2,2,2,2,2,3,,7,q3|q4|q1|q2,13,2022/3/25 18:12,2022/3/25 18:16
512,28,6,1,57,5,5,1,2,4,1,39,3,28,尼崎市,2,4,3,2,3,3,2,2,2,1,,,,2,2,4,2,2,2,3,4,2,1,2,2,2,2,6,,6,q3|q4|q1|q2,42,2022/3/25 18:13,2022/3/25 18:17
513,14,3,1,54,5,5,2,1,1,1,42,5,14,葉山町,2,4,3,1,3,3,1,2,2,1,,3,3,,,2,4,2,4,5,1,2,2,1,2,2,2,1,,6,q1|q2|q3|q4,37,2022/3/25 18:14,2022/3/25 18:17
514,11,3,1,51,5,5,1,9,4,1,45,3,11,越谷市,2,3,3,2,2,2,2,2,1,4,,,,3,3,3,3,3,3,5,4,3,1,2,2,2,2,13,,14,q3|q4|q1|q2,10,2022/3/25 18:15,2022/3/25 18:17
515,14,3,1,57,5,5,2,2,4,1,39,5,14,海老名市,2,3,3,2,1,1,1,3,1,4,,,,3,3,2,2,2,2,7,1,2,2,2,2,2,2,2,,7,q3|q4|q1|q2,29,2022/3/25 18:15,2022/3/25 18:18
516,12,3,1,49,4,4,1,1,2,1,47,6,12,習志野市,2,4,3,1,2,2,1,1,2,4,,3,3,,,3,3,3,3,7,4,1,2,2,2,2,2,1,,6,q3|q4|q1|q2,7,2022/3/25 18:15,2022/3/25 18:18
517,12,3,1,55,5,5,2,1,1,1,42,1,12,柏市,2,3,3,3,3,3,1,3,2,1,,2,2,,,4,2,2,3,7,1,1,2,2,2,2,2,1,,3,q1|q2|q3|q4,17,2022/3/25 18:15,2022/3/25 18:19
518,4,2,1,50,5,5,2,8,3,1,47,2,4,仙台市宮城野区,2,2,3,3,1,3,1,3,1,3,どこの病院で抗体検査を受けたら良いのか分からないから。,,,2,1,5,3,3,5,6,1,2,2,1,2,2,2,1,,4,q1|q2|q3|q4,22,2022/3/25 18:15,2022/3/25 18:19
519,13,3,1,46,4,4,1,1,1,1,51,2,13,葛飾区,2,4,3,3,3,3,3,3,1,3,面倒,4,4,,,1,4,3,4,3,4,0,2,2,2,2,2,6,,3,q1|q2|q3|q4,16,2022/3/25 18:15,2022/3/25 18:19
520,28,6,1,48,4,4,1,2,4,1,48,8,28,神戸市灘区,2,3,3,3,3,3,3,3,2,3,健康保険に未加入のため高額な費用が必要になるから,,,3,3,1,5,3,5,7,4,0,2,2,2,2,2,3,,8,q3|q4|q1|q2,75,2022/3/25 18:12,2022/3/25 18:19
521,33,7,1,47,4,4,2,1,1,1,49,7,33,笠岡市,2,3,2,1,1,1,1,2,1,2,,3,3,,,2,2,2,3,7,1,4,2,1,2,2,2,2,,6,q1|q2|q3|q4,7,2022/3/25 18:15,2022/3/25 18:19
522,33,7,1,51,5,5,2,1,1,1,45,6,33,赤磐市,2,3,1,2,1,1,2,2,1,4,,2,2,,,3,3,1,1,7,1,1,2,2,2,2,2,1,,4,q1|q2|q3|q4,21,2022/3/25 18:16,2022/3/25 18:20
523,18,4,1,47,4,4,2,1,1,1,49,7,18,福井市,2,3,3,3,3,3,3,3,2,1,,3,2,,,4,4,3,3,7,1,4,2,2,1,1,2,6,,4,q1|q2|q3|q4,29,2022/3/25 18:16,2022/3/25 18:20
524,4,2,1,59,5,5,2,1,3,1,37,9,4,宮城郡松島町,2,4,3,1,1,1,1,1,2,1,,,,3,2,4,3,1,1,3,1,4,1,2,2,2,2,3,,7,q1|q2|q3|q4,48,2022/3/25 18:14,2022/3/25 18:20
526,13,3,1,56,5,5,2,1,3,1,40,12,13,江東区,2,3,3,2,1,3,3,3,2,4,,,,3,3,3,3,3,3,7,1,2,2,2,2,2,2,3,,13,q1|q2|q3|q4,9,2022/3/25 18:18,2022/3/25 18:20
527,7,2,1,57,5,5,1,8,2,1,39,7,7,会津若松市,2,3,2,3,1,1,3,3,1,4,,3,2,,,4,3,4,3,3,4,1,1,2,2,2,2,6,,2,q3|q4|q1|q2,20,2022/3/25 18:17,2022/3/25 18:21
528,11,3,1,55,5,5,2,1,1,1,42,3,11,さいたま市,2,3,3,3,3,3,1,2,2,1,,3,3,,,3,2,2,3,7,1,3,2,1,2,2,2,3,,14,q1|q2|q3|q4,10,2022/3/25 18:19,2022/3/25 18:22
529,12,3,1,55,5,5,2,1,1,1,41,12,12,千葉市美浜区,2,3,3,2,1,1,2,2,2,1,,2,2,,,4,2,4,2,9,1,3,2,1,2,2,2,3,,6,q1|q2|q3|q4,31,2022/3/25 18:18,2022/3/25 18:23
530,27,6,1,53,5,5,1,3,2,1,43,10,27,吹田市,2,3,3,3,3,3,1,1,1,4,,3,2,,,3,1,1,1,7,2,6,1,1,1,2,2,5,,5,q3|q4|q1|q2,13,2022/3/25 18:20,2022/3/25 18:23
531,13,3,1,52,5,5,2,8,1,1,44,7,13,江戸川区,3,2,1,3,2,2,2,2,1,4,,1,1,,,3,3,3,3,1,1,2,2,2,2,2,2,6,,2,q1|q2|q3|q4,21,2022/3/25 18:18,2022/3/25 18:23
532,11,3,1,48,4,4,2,1,4,1,48,10,11,蕨市,2,3,3,3,3,3,3,3,1,4,,,,2,2,3,4,3,3,7,1,3,2,1,2,2,2,1,,9,q3|q4|q1|q2,23,2022/3/25 18:19,2022/3/25 18:23
533,27,6,1,58,5,5,2,3,1,1,38,6,27,門真市,2,3,1,1,1,1,3,1,1,4,,3,3,,,3,3,3,3,3,1,1,2,2,2,2,2,5,,7,q1|q2|q3|q4,6,2022/3/25 18:22,2022/3/25 18:24
534,20,5,1,50,5,5,2,1,3,1,46,4,20,駒ヶ根市,3,5,1,2,1,1,2,2,2,4,,,,5,5,1,1,1,1,2,1,3,2,2,2,2,2,6,,2,q1|q2|q3|q4,19,2022/3/25 18:21,2022/3/25 18:24
535,4,2,1,58,5,5,2,9,3,1,39,1,4,宮城郡利府町,2,5,2,2,3,3,1,3,1,4,,,,4,3,1,4,1,3,7,1,2,2,2,2,2,2,12,,3,q1|q2|q3|q4,23,2022/3/25 18:20,2022/3/25 18:24
536,1,1,1,53,5,5,2,9,3,1,43,9,1,釧路ちょう,2,3,3,3,3,3,3,3,2,1,,,,3,3,3,3,3,3,2,1,1,2,2,2,2,2,12,,3,q1|q2|q3|q4,56,2022/3/25 18:21,2022/3/25 18:25
537,47,9,1,46,4,4,1,9,1,1,50,12,47,那覇市,2,4,2,2,3,3,2,2,2,4,,4,4,,,1,4,3,3,3,4,2,1,2,2,2,2,12,,3,q1|q2|q3|q4,10,2022/3/25 18:22,2022/3/25 18:25
538,13,3,1,51,5,5,1,2,1,1,45,11,13,品川区,2,4,3,3,3,3,3,3,2,1,,3,2,,,2,2,1,1,7,4,1,2,2,2,2,2,1,,14,q1|q2|q3|q4,115,2022/3/25 18:18,2022/3/25 18:25
539,14,3,1,56,5,5,2,1,2,1,40,12,14,川崎市中原区,2,2,2,2,1,1,1,1,1,4,,2,2,,,4,4,4,4,7,1,4,2,2,2,1,2,3,,14,q3|q4|q1|q2,14,2022/3/25 18:23,2022/3/25 18:26
540,47,9,1,55,5,5,2,1,4,1,41,10,47,恩納村,2,3,1,2,1,1,2,2,2,1,,,,3,3,2,4,3,4,7,1,2,2,2,2,2,2,4,,7,q3|q4|q1|q2,15,2022/3/25 18:24,2022/3/25 18:26
541,28,6,1,53,5,5,2,1,1,1,44,3,28,尼崎市,2,4,1,1,1,1,1,1,1,2,,4,3,,,3,3,3,3,7,1,1,2,2,2,2,2,1,,6,q1|q2|q3|q4,16,2022/3/25 18:24,2022/3/25 18:26
542,24,6,1,50,5,5,2,1,1,1,47,3,24,度会郡玉城町,3,2,3,2,3,3,1,3,1,4,,2,2,,,4,2,1,1,5,1,5,1,2,2,1,2,7,,4,q1|q2|q3|q4,17,2022/3/25 18:16,2022/3/25 18:27
543,13,3,1,52,5,5,1,1,2,1,44,7,13,西東京市,2,4,3,2,2,2,1,2,2,4,,3,3,,,3,2,2,3,6,2,1,2,2,2,2,2,6,,3,q3|q4|q1|q2,17,2022/3/25 18:24,2022/3/25 18:27
544,13,3,1,49,4,4,1,1,3,1,47,12,13,葛飾区,2,3,3,2,1,1,1,2,2,2,,,,3,3,3,3,3,3,3,4,2,1,2,2,2,2,1,,5,q1|q2|q3|q4,11,2022/3/25 18:26,2022/3/25 18:28
545,15,4,1,50,5,5,1,2,4,1,46,7,15,三条市,2,3,3,3,4,4,3,3,2,4,,,,3,3,3,3,3,3,3,4,0,2,2,2,2,2,6,,3,q3|q4|q1|q2,23,2022/3/25 18:25,2022/3/25 18:28
548,28,6,1,43,4,4,2,2,3,1,53,7,28,淡路市,2,4,3,1,3,3,1,1,2,4,,,,3,3,3,3,3,3,7,1,4,2,2,1,1,2,6,,3,q1|q2|q3|q4,20,2022/3/25 18:26,2022/3/25 18:29
549,13,3,1,47,4,4,2,1,3,1,50,2,13,国分寺,2,4,3,2,3,3,3,3,1,4,,,,4,4,2,2,2,2,7,1,1,2,2,2,2,2,1,,5,q1|q2|q3|q4,8,2022/3/25 18:27,2022/3/25 18:30
550,40,9,1,49,4,4,1,1,1,1,48,1,40,糟屋郡,2,3,3,3,1,1,1,1,2,4,,3,3,,,3,3,3,3,5,2,1,2,2,2,2,2,7,,4,q1|q2|q3|q4,8,2022/3/25 18:28,2022/3/25 18:30
551,9,3,1,48,4,4,1,8,1,1,48,8,9,足利市,2,3,3,2,3,3,1,3,1,4,,3,3,,,3,3,2,3,7,4,2,1,2,2,2,2,7,,3,q1|q2|q3|q4,6,2022/3/25 18:28,2022/3/25 18:30
552,14,3,1,58,5,5,2,1,2,1,38,8,14,茅ヶ崎市共恵,2,4,2,2,2,2,1,1,2,1,,3,3,,,3,3,3,3,7,1,3,2,1,2,2,2,1,,4,q3|q4|q1|q2,10,2022/3/25 18:28,2022/3/25 18:30
554,14,3,1,58,5,5,2,1,1,1,39,1,14,相模原市南区,2,3,1,1,1,1,1,1,1,4,,3,3,,,3,2,2,3,7,1,3,1,1,2,2,2,3,,6,q1|q2|q3|q4,6,2022/3/25 18:29,2022/3/25 18:31
555,20,5,1,54,5,5,2,1,2,1,42,4,20,安曇野市,2,4,1,1,1,1,1,1,2,2,,3,3,,,3,4,1,4,3,1,4,2,2,2,2,2,4,,5,q3|q4|q1|q2,44,2022/3/25 18:27,2022/3/25 18:32
556,1,1,1,44,4,4,2,2,2,1,52,4,1,八雲,2,2,3,1,2,2,1,1,2,2,,2,2,,,3,2,2,3,5,1,3,2,2,2,1,2,6,,5,q3|q4|q1|q2,8,2022/3/25 18:31,2022/3/25 18:33
557,7,2,1,49,4,4,2,2,4,1,48,1,7,福島,2,2,1,2,1,1,2,2,1,4,,,,3,2,3,3,3,2,3,1,4,2,2,2,1,2,7,,13,q3|q4|q1|q2,10,2022/3/25 18:31,2022/3/25 18:34
558,27,6,1,49,4,4,2,1,2,1,48,1,27,吹田市,3,3,4,3,3,3,1,1,2,4,,3,3,,,3,3,3,3,7,1,2,2,2,2,2,2,7,,5,q3|q4|q1|q2,9,2022/3/25 18:31,2022/3/25 18:34
559,31,7,1,49,4,4,2,2,1,1,48,3,31,鳥取市,2,4,3,2,1,3,1,2,1,4,,3,3,,,3,3,2,3,7,1,2,2,1,2,2,2,4,,1,q1|q2|q3|q4,14,2022/3/25 18:32,2022/3/25 18:34
560,17,4,1,52,5,5,1,2,4,1,44,10,17,金沢市,2,4,2,2,2,2,2,2,2,4,,,,4,4,2,2,2,2,7,4,3,1,2,2,2,2,4,,5,q3|q4|q1|q2,14,2022/3/25 18:22,2022/3/25 18:35
561,4,2,1,46,4,4,1,1,1,1,51,2,4,角田市,2,4,3,3,3,3,3,3,2,4,,4,4,,,1,1,1,1,3,4,3,1,2,2,2,2,2,,13,q1|q2|q3|q4,23,2022/3/25 18:30,2022/3/25 18:35
